RUBRO;Centro Gestor;Nombre Centro Gestor;BP;Nombre del Proyecto;Programa;Nombre de la actividad;BPIN;SECTOR;PROGRAMA;PRODUCTO;PRODUCTO 1;VALIDADOR CUIPO;Fondo 1;Nombre de fondo;Clasificación del fondo;Pospre 1;Pospre 1;Dimensión;Nombre de Dimensión;Línea Estratégica;Nombre de Línea Estratégica;Programa;Nombre de Programa;Area Funcional;Nombre del Area Funcional;Origen;COMUNA;VIGENCIA;TIPO DE GASTO; PPTO INICIAL ; REDUCCIONES ; ADICIONES ; CONTRACREDITOS ; CREDITOS ; APLAZAMIENTO ; DESAPLAZAMIENTO ; PPTO. MODIFICADO ; TOTAL ACUMULADO CDP ; TOTAL ACUMULADO RPC ; TOTAL ACUMUL OBLIGAC ; PAGOS ; EJECUCION ; SALDOS CDP ; PPTO. DISPONIBLE 
413312100051050020008BP2600504010201012-320202009;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26005040;Generación de Huertas Agroecológicas para contribuir la seguridad y soberanía alimentaria en la comuna 1 de Santiago de  Cali;BP260050401020101;Desarrollar taller práctico con la comunidad para el establecimiento y sostenimiento de las huertas agroecológicas;2023760010140;#N/D;#N/D;#N/D;#N/D;#N/D;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5105;Economía Solidaria y del Bien Colectivo;5105002;Fortalecimiento a las Unidades Productivas Rurales y Mercados de Paz ;51050020008;Familias de pequeños y medianos productores rurales y huerteros urbanos, con asistencia técnica para la producción agropecuaria con enfoque agroecológico, para fortalecer la seguridad y soberanía alimentaria con enfoque diferencial y de género;Territorio;COMUNA 1;Actual;Inversión; 25.187.400 ; -   ; -   ; -   ; -   ; -   ; -   ; 25.187.400 ; -   ; -   ; -   ; -   ; -   ; -   ; 25.187.400 
413312100051050020008BP2600504010201022-320202009;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26005040;Generación de Huertas Agroecológicas para contribuir la seguridad y soberanía alimentaria en la comuna 1 de Santiago de  Cali;BP260050401020102;Proporcionar insumos, materiales y suministros para el desarrollo de la estrategia educativa huertas urbanas;2023760010140;#N/D;#N/D;#N/D;#N/D;#N/D;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5105;Economía Solidaria y del Bien Colectivo;5105002;Fortalecimiento a las Unidades Productivas Rurales y Mercados de Paz ;51050020008;Familias de pequeños y medianos productores rurales y huerteros urbanos, con asistencia técnica para la producción agropecuaria con enfoque agroecológico, para fortalecer la seguridad y soberanía alimentaria con enfoque diferencial y de género;Territorio;COMUNA 1;Actual;Inversión; 30.443.700 ; -   ; -   ; -   ; -   ; -   ; -   ; 30.443.700 ; -   ; -   ; -   ; -   ; -   ; -   ; 30.443.700 
413312100051050020008BP2600504010201032-320202009;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26005040;Generación de Huertas Agroecológicas para contribuir la seguridad y soberanía alimentaria en la comuna 1 de Santiago de  Cali;BP260050401020103;Proporcionar herramientas básicas para actividades silviculturales relacionadas a la implementación de la estrategia educativa huertas urbanas;2023760010140;#N/D;#N/D;#N/D;#N/D;#N/D;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5105;Economía Solidaria y del Bien Colectivo;5105002;Fortalecimiento a las Unidades Productivas Rurales y Mercados de Paz ;51050020008;Familias de pequeños y medianos productores rurales y huerteros urbanos, con asistencia técnica para la producción agropecuaria con enfoque agroecológico, para fortalecer la seguridad y soberanía alimentaria con enfoque diferencial y de género;Territorio;COMUNA 1;Actual;Inversión; 220.093.230 ; -   ; -   ; -   ; -   ; -   ; -   ; 220.093.230 ; -   ; -   ; -   ; -   ; -   ; -   ; 220.093.230 
413312100051050020008BP2600504010201042-320202009;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26005040;Generación de Huertas Agroecológicas para contribuir la seguridad y soberanía alimentaria en la comuna 1 de Santiago de  Cali;BP260050401020104;Coordinar las acciones de implementación de las huertas en la comuna.;2023760010140;#N/D;#N/D;#N/D;#N/D;#N/D;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5105;Economía Solidaria y del Bien Colectivo;5105002;Fortalecimiento a las Unidades Productivas Rurales y Mercados de Paz ;51050020008;Familias de pequeños y medianos productores rurales y huerteros urbanos, con asistencia técnica para la producción agropecuaria con enfoque agroecológico, para fortalecer la seguridad y soberanía alimentaria con enfoque diferencial y de género;Territorio;COMUNA 1;Actual;Inversión; 44.051.700 ; -   ; -   ; -   ; -   ; -   ; -   ; 44.051.700 ; -   ; -   ; -   ; -   ; -   ; -   ; 44.051.700 
413312100051050020008BP2600504010201052-320202008;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26005040;Generación de Huertas Agroecológicas para contribuir la seguridad y soberanía alimentaria en la comuna 1 de Santiago de  Cali;BP260050401020105;Proporcionar material didáctico de apoyo para la promoción e implementación de la educación informal;2023760010140;#N/D;#N/D;#N/D;#N/D;#N/D;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;51;Cali, Inteligente para la Vida;5105;Economía Solidaria y del Bien Colectivo;5105002;Fortalecimiento a las Unidades Productivas Rurales y Mercados de Paz ;51050020008;Familias de pequeños y medianos productores rurales y huerteros urbanos, con asistencia técnica para la producción agropecuaria con enfoque agroecológico, para fortalecer la seguridad y soberanía alimentaria con enfoque diferencial y de género;Territorio;COMUNA 1;Actual;Inversión; 74.646.600 ; -   ; -   ; -   ; -   ; -   ; -   ; 74.646.600 ; -   ; -   ; -   ; -   ; -   ; -   ; 74.646.600 
413312100051050020008BP2600504010201062-320202009;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26005040;Generación de Huertas Agroecológicas para contribuir la seguridad y soberanía alimentaria en la comuna 1 de Santiago de  Cali;BP260050401020106;Realizar encuentros de experiencias exitosas para el intercambio de saberes y cultura;2023760010140;#N/D;#N/D;#N/D;#N/D;#N/D;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;51;Cali, Inteligente para la Vida;5105;Economía Solidaria y del Bien Colectivo;5105002;Fortalecimiento a las Unidades Productivas Rurales y Mercados de Paz ;51050020008;Familias de pequeños y medianos productores rurales y huerteros urbanos, con asistencia técnica para la producción agropecuaria con enfoque agroecológico, para fortalecer la seguridad y soberanía alimentaria con enfoque diferencial y de género;Territorio;COMUNA 1;Actual;Inversión; 23.760.450 ; -   ; -   ; -   ; -   ; -   ; -   ; 23.760.450 ; -   ; -   ; -   ; -   ; -   ; -   ; 23.760.450 
413312100052030070002BP2600273310102222-320202005;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26002733;RECUPERACIÓN AMBIENTAL Y PAISAJÍSTICA EN ZONAS VERDES Y PARQUES DE SANTIAGO DE CALI;BP260027331010222;Realizar labores de recuperación ambiental y paisajística en el separador vial del barrio Comuneros II, ubicado en la Calle 72I entre Carreras 28 y 28B2 - Comuna 13;2021760010146;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202005;Servicios de la construcción;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Organismo;SANTIAGO DE CALI;Actual;Inversión; 65.210.985 ; -   ; -   ; -   ; -   ; -   ; -   ; 65.210.985 ; -   ; -   ; -   ; -   ; -   ; -   ; 65.210.985 
413312100052030070002BP2600273310102242-320202008;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26002733;RECUPERACIÓN AMBIENTAL Y PAISAJÍSTICA EN ZONAS VERDES Y PARQUES DE SANTIAGO DE CALI;BP260027331010224;Realizar la interventoría a las labores de recuperación ambiental y paisajística en el separador vial del barrio Comuneros II, ubicado en la Calle 72I entre Carreras 28 y 28B2 - Comuna 13;2021760010146;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Organismo;SANTIAGO DE CALI;Actual;Inversión; 5.112.459 ; -   ; -   ; -   ; -   ; -   ; -   ; 5.112.459 ; -   ; -   ; -   ; -   ; -   ; -   ; 5.112.459 
413312100052030070002BP2600273310201022-320202009;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26002733;RECUPERACIÓN AMBIENTAL Y PAISAJÍSTICA EN ZONAS VERDES Y PARQUES DE SANTIAGO DE CALI;BP260027331020102;Verificar el componente ambiental en  las intervenciones de recuperación de zonas blandas se  separadores viales, parques y zonas verdes mediante la articulación con la subdirección de espacio público y ordenamiento urbanístico.;2021760010146;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Organismo;SANTIAGO DE CALI;Actual;Inversión; 145.013.256 ; -   ; -   ; -   ; -   ; -   ; -   ; 145.013.256 ; 20.924.000 ; 20.924.000 ; 5.231.000 ; -   ; 20.924.000 ; -   ; 124.089.256 
413312100052030070002BP2600273310201042-320202009;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26002733;RECUPERACIÓN AMBIENTAL Y PAISAJÍSTICA EN ZONAS VERDES Y PARQUES DE SANTIAGO DE CALI;BP260027331020104;Realizar la planificación y el  seguimiento de las intervenciones programadas para zonas blandas de separadores viales, parques y zonas verdes.;2021760010146;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Organismo;SANTIAGO DE CALI;Actual;Inversión; 69.663.300 ; -   ; -   ; -   ; -   ; -   ; -   ; 69.663.300 ; 28.916.000 ; 28.916.000 ; -   ; -   ; 28.916.000 ; -   ; 40.747.300 
413312100052030070002BP2600273310301012-320202009;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26002733;RECUPERACIÓN AMBIENTAL Y PAISAJÍSTICA EN ZONAS VERDES Y PARQUES DE SANTIAGO DE CALI;BP260027331030101;Valorar el estado de las zonas blandas y arbolado en los espacios publicos utilizados para eventos;2021760010146;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Organismo;SANTIAGO DE CALI;Actual;Inversión; 13.500.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 13.500.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 13.500.000 
413312100052030070002BP2600273310301022-320202009;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26002733;RECUPERACIÓN AMBIENTAL Y PAISAJÍSTICA EN ZONAS VERDES Y PARQUES DE SANTIAGO DE CALI;BP260027331030102;Realizar mesas de trabajo y articular estrategias interinstitucionales mediante  jornadas ambientales de sostenibilidad paisajistica y ambiental;2021760010146;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Organismo;SANTIAGO DE CALI;Actual;Inversión; 7.600.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 7.600.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 7.600.000 
413312100052030070002BP2600273310301032-320202009;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26002733;RECUPERACIÓN AMBIENTAL Y PAISAJÍSTICA EN ZONAS VERDES Y PARQUES DE SANTIAGO DE CALI;BP260027331030103;Promover  iniciativas, brindar acompañamiento y seguimiento  para la adopción de metros cuadrados de espacios públicos por parte del sector privado.;2021760010146;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Organismo;SANTIAGO DE CALI;Actual;Inversión; 33.900.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 33.900.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 33.900.000 
413312100052030070002BP2600273310301042-320202009;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26002733;RECUPERACIÓN AMBIENTAL Y PAISAJÍSTICA EN ZONAS VERDES Y PARQUES DE SANTIAGO DE CALI;BP260027331030104;Realizar jornadas de control de la hormiga arriera (Atta cephalotes) para la sostenibilidad ambiental y paisajística en parques y zonas vedes de espacios públicos;2021760010146;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Organismo;SANTIAGO DE CALI;Actual;Inversión; 160.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 160.000.000 ; 10.316.000 ; 10.316.000 ; -   ; -   ; 10.316.000 ; -   ; 149.684.000 
413312100052030070002BP2600323110101102-320202005;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26003231;RECUPERACIÓN AMBIENTAL Y PAISAJISTICA DEL ESPACIO PÚBLICO EN PARQUES Y ZONAS VERDES DE LA COMUNA 21 DE SANTIAGO DE CALI;BP260032311010110;Realizar labores de recuperación ambiental y paisajística en el Parque del barrio Pizamos III ubicado en la Carrera 28D6 hasta la Carrera 28E con Calle 120B;2020760010422;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202005;Servicios de la construcción;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Territorio;COMUNA 21;Actual;Inversión; 183.955.128 ; -   ; -   ; -   ; -   ; -   ; -   ; 183.955.128 ; -   ; -   ; -   ; -   ; -   ; -   ; 183.955.128 
413312100052030070002BP2600323110101112-320202009;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26003231;RECUPERACIÓN AMBIENTAL Y PAISAJISTICA DEL ESPACIO PÚBLICO EN PARQUES Y ZONAS VERDES DE LA COMUNA 21 DE SANTIAGO DE CALI;BP260032311010111;Desarrollar una estrategia sostenible comunitaria en el Parque del barrio Pizamos III ubicado en la Carrera 28D6 hasta la Carrera 28E con Calle 120B;2020760010422;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Territorio;COMUNA 21;Actual;Inversión; 7.824.142 ; -   ; -   ; -   ; -   ; -   ; -   ; 7.824.142 ; -   ; -   ; -   ; -   ; -   ; -   ; 7.824.142 
413312100052030070002BP2600323110101122-320202008;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26003231;RECUPERACIÓN AMBIENTAL Y PAISAJISTICA DEL ESPACIO PÚBLICO EN PARQUES Y ZONAS VERDES DE LA COMUNA 21 DE SANTIAGO DE CALI;BP260032311010112;Realizar la interventoría a las labores de recuperación ambiental y paisajística del Parque del barrio Pizamos III ubicado en la Carrera 28D6 hasta la Carrera 28E con Calle 120B;2020760010422;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Territorio;COMUNA 21;Actual;Inversión; 13.424.549 ; -   ; -   ; -   ; -   ; -   ; -   ; 13.424.549 ; -   ; -   ; -   ; -   ; -   ; -   ; 13.424.549 
413312100052030070002BP2600438410101162-320202005;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26004384;Mejoramiento Ambiental y Paisajístico de Parques y Zonas Verdes del espacio público de la Comuna 3 de Santiago de Cali;BP260043841010116;Realizar labores de recuperación ambiental y paisajística en el parque de la Plazoleta Mercurio ubicado en la Carrera 10 con Calle 5 y Calle 6;2022760010111;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202005;Servicios de la construcción;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Territorio;COMUNA 3;Actual;Inversión; 163.042.961 ; -   ; -   ; -   ; -   ; -   ; -   ; 163.042.961 ; -   ; -   ; -   ; -   ; -   ; -   ; 163.042.961 
413312100052030070002BP2600438410101172-320202009;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26004384;Mejoramiento Ambiental y Paisajístico de Parques y Zonas Verdes del espacio público de la Comuna 3 de Santiago de Cali;BP260043841010117;Desarrollar una estrategia sostenible comunitaria en el parque de la Plazoleta Mercurio ubicado en la Carrera 10 con Calle 5 y Calle 6;2022760010111;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Territorio;COMUNA 3;Actual;Inversión; 7.824.142 ; -   ; -   ; -   ; -   ; -   ; -   ; 7.824.142 ; -   ; -   ; -   ; -   ; -   ; -   ; 7.824.142 
413312100052030070002BP2600438410101182-320202008;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26004384;Mejoramiento Ambiental y Paisajístico de Parques y Zonas Verdes del espacio público de la Comuna 3 de Santiago de Cali;BP260043841010118;Realizar la interventoría a las labores de recuperación ambiental y paisajística  en el parque de la Plazoleta Mercurio ubicado en la Carrera 10 con Calle 5 y Calle 6;2022760010111;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Territorio;COMUNA 3;Actual;Inversión; 11.960.697 ; -   ; -   ; -   ; -   ; -   ; -   ; 11.960.697 ; -   ; -   ; -   ; -   ; -   ; -   ; 11.960.697 
413312100052030070002BP2600438410101192-320202005;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26004384;Mejoramiento Ambiental y Paisajístico de Parques y Zonas Verdes del espacio público de la Comuna 3 de Santiago de Cali;BP260043841010119;Realizar labores de recuperación ambiental y paisajística en el parque del barrio El Hoyo ubicado en la Calle 15 con Carrera 1;2022760010111;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202005;Servicios de la construcción;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Territorio;COMUNA 3;Actual;Inversión; 115.417.795 ; -   ; -   ; -   ; -   ; -   ; -   ; 115.417.795 ; -   ; -   ; -   ; -   ; -   ; -   ; 115.417.795 
413312100052030070002BP2600438410101202-320202009;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26004384;Mejoramiento Ambiental y Paisajístico de Parques y Zonas Verdes del espacio público de la Comuna 3 de Santiago de Cali;BP260043841010120;Desarrollar una estrategia sostenible comunitaria en el parque del barrio El Hoyo ubicado en la Calle 15 con Carrera 1;2022760010111;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Territorio;COMUNA 3;Actual;Inversión; 7.824.142 ; -   ; -   ; -   ; -   ; -   ; -   ; 7.824.142 ; -   ; -   ; -   ; -   ; -   ; -   ; 7.824.142 
413312100052030070002BP2600438410101212-320202008;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26004384;Mejoramiento Ambiental y Paisajístico de Parques y Zonas Verdes del espacio público de la Comuna 3 de Santiago de Cali;BP260043841010121;Realizar la interventoría a las labores de recuperación ambiental y paisajística del parque del barrio El Hoyo ubicado en la Calle 15 con Carrera 1;2022760010111;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Territorio;COMUNA 3;Actual;Inversión; 8.626.936 ; -   ; -   ; -   ; -   ; -   ; -   ; 8.626.936 ; -   ; -   ; -   ; -   ; -   ; -   ; 8.626.936 
413312100052030070002BP2600438510101162-320202005;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26004385;Mejoramiento Ambiental y Paisajístico de Parques y Zonas Verdes del espacio público de la Comuna 5 de Santiago de Cali;BP260043851010116;Realizar labores de recuperación ambiental y paisajística en el Parque del barrio Palmeras del Norte, ubicado entre la Carrera 1B y 1B1 y las Calles 54 y 56;2022760010112;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202005;Servicios de la construcción;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Territorio;COMUNA 5;Actual;Inversión; 195.186.590 ; -   ; -   ; -   ; -   ; -   ; -   ; 195.186.590 ; -   ; -   ; -   ; -   ; -   ; -   ; 195.186.590 
413312100052030070002BP2600438510101172-320202009;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26004385;Mejoramiento Ambiental y Paisajístico de Parques y Zonas Verdes del espacio público de la Comuna 5 de Santiago de Cali;BP260043851010117;Desarrollar una estrategia sostenible comunitaria en los parques priorizados de la Comuna 5;2022760010112;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202009;Servicios para la comunidad, sociales y personales;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Territorio;COMUNA 5;Actual;Inversión; 7.824.142 ; -   ; -   ; -   ; -   ; -   ; -   ; 7.824.142 ; -   ; -   ; -   ; -   ; -   ; -   ; 7.824.142 
413312100052030070002BP2600438510101182-320202008;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26004385;Mejoramiento Ambiental y Paisajístico de Parques y Zonas Verdes del espacio público de la Comuna 5 de Santiago de Cali;BP260043851010118;Realizar la interventoría a las labores de recuperación ambiental y paisajística del Parque del barrio Palmeras del Norte, ubicado entre la Carrera 1B y 1B1 y las Calles 54 y 56;2022760010112;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Territorio;COMUNA 5;Actual;Inversión; 13.845.625 ; -   ; -   ; -   ; -   ; -   ; -   ; 13.845.625 ; -   ; -   ; -   ; -   ; -   ; -   ; 13.845.625 
413312100052030070002BP2600438510101192-320202005;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26004385;Mejoramiento Ambiental y Paisajístico de Parques y Zonas Verdes del espacio público de la Comuna 5 de Santiago de Cali;BP260043851010119;Realizar labores de recuperación ambiental y paisajística en el Parque del barrio Guayacanes, ubicado en la Calle 62A entre Carreras 2b y 2c;2022760010112;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202005;Servicios de la construcción;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Territorio;COMUNA 5;Actual;Inversión; 124.806.528 ; -   ; -   ; -   ; -   ; -   ; -   ; 124.806.528 ; -   ; -   ; -   ; -   ; -   ; -   ; 124.806.528 
413312100052030070002BP2600438510101212-320202008;4133;Departamento Administrativo de Gestión del Medio Ambiente ;BP26004385;Mejoramiento Ambiental y Paisajístico de Parques y Zonas Verdes del espacio público de la Comuna 5 de Santiago de Cali;BP260043851010121;Realizar la interventoría a las labores de recuperación ambiental y paisajística del Parque del barrio Guayacanes, ubicado en la Calle 62A entre Carreras 2b y 2c;2022760010112;40;4002;4002023;4002023;4002023;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;52;Cali, Solidaria por la Vida;5203;Territorios para la Vida;5203007;Espacio Público para la Integración SocioEcológica;52030070002;Espacios públicos efectivos adecuados arquitectónica y paisajísticamente con empoderamiento ciudadano;Territorio;COMUNA 5;Actual;Inversión; 8.919.021 ; -   ; -   ; -   ; -   ; -   ; -   ; 8.919.021 ; -   ; -   ; -   ; -   ; -   ; -   ; 8.919.021 
