 Centro Gestor ; Nombre Centro Gestor ; Area Funcional ; Nombre Area Funcional ; Propósito ; Nombre Propósito ; Reto ; Nombre Reto ; Programa ; Nombre Programa ; BPIN ; BP ; Nombre Proyecto ; Programa Presupuestal ; Nombre Actividad ; Pospre ; Nombre Pospre ; Fondo ; Nombre fondo ; Origen ; COMUNA ; VIGENCIA ; TIPO DE GASTO ; PPTO INICIAL ; REDUCCIONES ; ADICIONES ; CONTRACREDITOS ; CREDITOS ; APLAZAMIENTO ; DESAPLAZAMIENTO ; PPTO. MODIFICADO ; TOTAL ACUMULADO CDP ; TOTAL ACUMULADO RPC ; TOTAL ACUMUL OBLIGAC ; PAGOS ; EJECUCION ; SALDOS CDP ; PPTO. DISPONIBLE ; Clasificación del fondo 1 
4145;Secretaría de Salud Pública;61020040006;Personas afiliadas al régimen subsidiado;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010069;BP26005439;Mejoramiento de la cobertura en la prestación de servicios de salud a la población de Santiago de  Cali;BP260054391010118;Realizar verificación de guías de liquidación;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 12.117.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 12.117.000 ; 12.014.000 ; 12.014.000 ; 3.003.500 ; 3.003.500 ; 12.014.000 ; -   ; 103.000 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040008;Personas con discapacidad intervenidas en salud;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010062;BP26005455;Fortalecimiento de las adecuaciones socioculturales y ajustes razonables en salud a grupos poblacionales vulnerables y diferenciales en Santiago de Cali;BP260054551020112;Extender la cobertura en la implementación del procedimiento de certificación de discapacidad en Santiago de Cali.;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 273.403.200 ; -   ; -   ; -   ; -   ; -   ; -   ; 273.403.200 ; 273.403.200 ; -   ; -   ; -   ; -   ; 273.403.200 ; -   ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040009;Población migrante irregular atendida de acuerdo con la normatividad vigente;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010069;BP26005439;Mejoramiento de la cobertura en la prestación de servicios de salud a la población de Santiago de  Cali;BP260054391020101;Consolidar la información de gestión de auditoria y conciliación de cuentas medicas;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 47.031.250 ; -   ; -   ; -   ; -   ; -   ; -   ; 47.031.250 ; 25.892.000 ; 25.892.000 ; 6.473.000 ; -   ; 25.892.000 ; -   ; 21.139.250 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040009;Población migrante irregular atendida de acuerdo con la normatividad vigente;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010069;BP26005439;Mejoramiento de la cobertura en la prestación de servicios de salud a la población de Santiago de  Cali;BP260054391020102;Cofinanciar los servicios de salud prestados a la población migrante irregular;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 1.597.190.600 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.597.190.600 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.597.190.600 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040009;Población migrante irregular atendida de acuerdo con la normatividad vigente;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010069;BP26005439;Mejoramiento de la cobertura en la prestación de servicios de salud a la población de Santiago de  Cali;BP260054391020103;Auditar y conciliar cuentas médicas de servicios de salud prestados a la población migrante irregular migrante irregular;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 47.031.250 ; -   ; -   ; -   ; -   ; -   ; -   ; 47.031.250 ; 25.892.000 ; 25.892.000 ; 6.473.000 ; -   ; 25.892.000 ; -   ; 21.139.250 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040009;Población migrante irregular atendida de acuerdo con la normatividad vigente;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010069;BP26005439;Mejoramiento de la cobertura en la prestación de servicios de salud a la población de Santiago de  Cali;BP260054391020104;Consolidar información de servicios de salud prestados a la población migrante irregular;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 47.031.250 ; -   ; -   ; -   ; -   ; -   ; -   ; 47.031.250 ; 25.892.000 ; 25.892.000 ; 6.473.000 ; -   ; 25.892.000 ; -   ; 21.139.250 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040010;Prestadores de Servicios de Salud con el Sistema de Garantía de la Calidad Implementado;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010087;BP26005323;Mejoramiento de la prestación de servicios de salud en Santiago de Cali;BP260053231010125;Ejecutar plan de auditoría y asistencia técnica a los prestadores de servicios de salud.;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 256.882.500 ; -   ; -   ; -   ; -   ; -   ; -   ; 256.882.500 ; 129.030.000 ; 129.030.000 ; 22.770.000 ; 22.770.000 ; 129.030.000 ; -   ; 127.852.500 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040010;Prestadores de Servicios de Salud con el Sistema de Garantía de la Calidad Implementado;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010087;BP26005323;Mejoramiento de la prestación de servicios de salud en Santiago de Cali;BP260053231010126;Ejecutar plan de auditoría y asistencia técnica a las Empresas Administradoras de Planes de Beneficios.;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 256.305.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 256.305.000 ; 151.121.500 ; 151.121.500 ; 16.830.000 ; 10.065.000 ; 151.121.500 ; -   ; 105.183.500 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040010;Prestadores de Servicios de Salud con el Sistema de Garantía de la Calidad Implementado;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010087;BP26005323;Mejoramiento de la prestación de servicios de salud en Santiago de Cali;BP260053231010127;Realizar monitoreo a la gestión de las Empresas Sociales del Estado.;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 105.133.875 ; -   ; -   ; -   ; -   ; -   ; -   ; 105.133.875 ; 57.160.000 ; 57.160.000 ; 14.290.000 ; 7.525.000 ; 57.160.000 ; -   ; 47.973.875 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040010;Prestadores de Servicios de Salud con el Sistema de Garantía de la Calidad Implementado;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010087;BP26005323;Mejoramiento de la prestación de servicios de salud en Santiago de Cali;BP260053231010128;Realizar seguimiento a la aclaración de cartera, a la depuración obligatoria de cuentas y al pago de facturación por prestación de servicios de salud.;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 83.984.250 ; -   ; -   ; -   ; -   ; -   ; -   ; 83.984.250 ; 31.006.500 ; 28.455.000 ; -   ; -   ; 28.455.000 ; 2.551.500 ; 52.977.750 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040010;Prestadores de Servicios de Salud con el Sistema de Garantía de la Calidad Implementado;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010087;BP26005323;Mejoramiento de la prestación de servicios de salud en Santiago de Cali;BP260053231010129;Realizar seguimiento a la implementación de los programas de Tecnovigilancia, Farmacovigilancia y Reactivovigilancia en los prestadores de servicios de salud.;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 46.599.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 46.599.000 ; 16.170.000 ; -   ; -   ; -   ; -   ; 16.170.000 ; 30.429.000 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040010;Prestadores de Servicios de Salud con el Sistema de Garantía de la Calidad Implementado;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010087;BP26005323;Mejoramiento de la prestación de servicios de salud en Santiago de Cali;BP260053231010130;"Realizar seguimiento al cumplimiento del Sistema de Garantía de la Calidad
en Salud.";2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 646.975.875 ; -   ; -   ; -   ; -   ; -   ; -   ; 646.975.875 ; 417.788.000 ; 396.008.000 ; 69.188.000 ; 31.902.000 ; 396.008.000 ; 21.780.000 ; 229.187.875 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040011;Programa de Inspección, Vigilancia y Control en los establecimientos e instalaciones de interés sanitario, Implementado;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010058;BP26005447;Fortalecimiento de la autoridad sanitaria en la Inspección, Vigilancia y Control de Salud Pública en Santiago de Cali;BP260054471010137;Generar los reportes periodicos de información de las acciones de salud ambiental;2-320201003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 118.060.510 ; -   ; -   ; -   ; -   ; -   ; -   ; 118.060.510 ; 88.070.724 ; -   ; -   ; -   ; -   ; 88.070.724 ; 29.989.786 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040012;Programa de vigilancia y demografia en salud pública implementado para la adecuada gestión integral de la salud;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010058;BP26005447;Fortalecimiento de la autoridad sanitaria en la Inspección, Vigilancia y Control de Salud Pública en Santiago de Cali;BP260054471020102;Realizar  acciones de apoyo en la gestión de las actividades de fortalecimiento del proceso de vigilancia en salud publica;2-32010100502030101;Paquetes de software;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 16.371.390 ; -   ; -   ; -   ; -   ; -   ; -   ; 16.371.390 ; -   ; -   ; -   ; -   ; -   ; -   ; 16.371.390 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040012;Programa de vigilancia y demografia en salud pública implementado para la adecuada gestión integral de la salud;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010058;BP26005447;Fortalecimiento de la autoridad sanitaria en la Inspección, Vigilancia y Control de Salud Pública en Santiago de Cali;BP260054471020112;Gestionar el riesgo de los EISP en  el proceso de vigilancia en salud pública;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 126.440 ; -   ; -   ; -   ; -   ; -   ; -   ; 126.440 ; -   ; -   ; -   ; -   ; -   ; -   ; 126.440 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040012;Programa de vigilancia y demografia en salud pública implementado para la adecuada gestión integral de la salud;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010058;BP26005447;Fortalecimiento de la autoridad sanitaria en la Inspección, Vigilancia y Control de Salud Pública en Santiago de Cali;BP260054471020118;Realizar  acciones de apoyo en la gestión de las actividades de fortalecimiento del proceso de vigilancia en salud publica;2-3201010030302;Maquinaria de informática y sus partes, piezas y accesorios;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 51.233.413 ; -   ; -   ; -   ; -   ; -   ; -   ; 51.233.413 ; -   ; -   ; -   ; -   ; -   ; -   ; 51.233.413 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040012;Programa de vigilancia y demografia en salud pública implementado para la adecuada gestión integral de la salud;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010058;BP26005447;Fortalecimiento de la autoridad sanitaria en la Inspección, Vigilancia y Control de Salud Pública en Santiago de Cali;BP260054471020119;Realizar  acciones de apoyo en la gestión de las actividades de fortalecimiento del proceso de vigilancia en salud publica;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 1.409.388 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.409.388 ; 1.409.388 ; -   ; -   ; -   ; -   ; 1.409.388 ; -   ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040012;Programa de vigilancia y demografia en salud pública implementado para la adecuada gestión integral de la salud;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010058;BP26005447;Fortalecimiento de la autoridad sanitaria en la Inspección, Vigilancia y Control de Salud Pública en Santiago de Cali;BP260054471020120;Realizar  acciones de apoyo en la gestión de las actividades de fortalecimiento del proceso de vigilancia en salud publica;2-320201003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 12.798.859 ; -   ; -   ; -   ; -   ; -   ; -   ; 12.798.859 ; -   ; -   ; -   ; -   ; -   ; -   ; 12.798.859 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040013;Promoción de conductas saludables y gestión del riesgo en salud mental y la convivencia social desarrolladas;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010070;BP26005483;Fortalecimiento  de la salud mental y la convivencia social en Santiago de   Cali;BP260054831010112;Diseñar estrategias para promoción de rutas de atención integral de las afectaciones de salud mental y violencias;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 3.000.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.000.000.000 ; 1.999.970.824 ; 387.243.024 ; 53.144.000 ; -   ; 387.243.024 ; 1.612.727.800 ; 1.000.029.176 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040013;Promoción de conductas saludables y gestión del riesgo en salud mental y la convivencia social desarrolladas;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010497;BP26005640;Fortalecimiento de las redes protectoras de salud mental y convivencia social en la comuna 16 de Santiago de   Cali;BP260056401010101;Convocar a actores sociales e institucionales del territorio, previo al desarrollo de las acciones en salud mental comunitaria;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 16;Actual;Inversión; 600.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 600.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 600.000 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040013;Promoción de conductas saludables y gestión del riesgo en salud mental y la convivencia social desarrolladas;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010497;BP26005640;Fortalecimiento de las redes protectoras de salud mental y convivencia social en la comuna 16 de Santiago de   Cali;BP260056401010102;Implementar estrategias de Promoción y prevención del sufrimiento psíquico y social, los trastornos mentales, las conductas suicidas, las violencias de género, abuso sexual y feminicidios con lideres;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 16;Actual;Inversión; 142.600.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 142.600.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 142.600.000 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040013;Promoción de conductas saludables y gestión del riesgo en salud mental y la convivencia social desarrolladas;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010497;BP26005640;Fortalecimiento de las redes protectoras de salud mental y convivencia social en la comuna 16 de Santiago de   Cali;BP260056401010103;Desarrollar encuentros comunitarios con lideres y comunidad  para  promoción de la salud mental y prevención de violencias;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 16;Actual;Inversión; 116.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 116.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 116.000.000 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040013;Promoción de conductas saludables y gestión del riesgo en salud mental y la convivencia social desarrolladas;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010497;BP26005640;Fortalecimiento de las redes protectoras de salud mental y convivencia social en la comuna 16 de Santiago de   Cali;BP260056401010104;Realizar procesos de articulación intersectorial para fortalecimiento de las redes protectoras;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 16;Actual;Inversión; 10.800.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 10.800.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 10.800.000 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040013;Promoción de conductas saludables y gestión del riesgo en salud mental y la convivencia social desarrolladas;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010499;BP26005641;Fortalecimiento de las redes protectoras de salud mental en la comuna 21 de Santiago de   Cali;BP260056411010101;Convocar a actores sociales e institucionales del territorio, previo al desarrollo de las acciones en salud mental comunitaria;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 21;Actual;Inversión; 600.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 600.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 600.000 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040013;Promoción de conductas saludables y gestión del riesgo en salud mental y la convivencia social desarrolladas;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010499;BP26005641;Fortalecimiento de las redes protectoras de salud mental en la comuna 21 de Santiago de   Cali;BP260056411010102;Implementar estrategias de Promoción y prevención del sufrimiento psíquico y social, los trastornos mentales, las conductas suicidas, las violencias de género, abuso sexual y feminicidios con lideres;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 21;Actual;Inversión; 100.100.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 100.100.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 100.100.000 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040013;Promoción de conductas saludables y gestión del riesgo en salud mental y la convivencia social desarrolladas;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010499;BP26005641;Fortalecimiento de las redes protectoras de salud mental en la comuna 21 de Santiago de   Cali;BP260056411010103;Desarrollar encuentros comunitarios con lideres y comunidad  para  promocion de la salud mental y prevencion de violencias;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 21;Actual;Inversión; 68.500.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 68.500.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 68.500.000 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040013;Promoción de conductas saludables y gestión del riesgo en salud mental y la convivencia social desarrolladas;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010499;BP26005641;Fortalecimiento de las redes protectoras de salud mental en la comuna 21 de Santiago de   Cali;BP260056411010104;Realizar procesos de articulacion intersectorial para fortalecimiento de las redes protectoras;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 21;Actual;Inversión; 800.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 800.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 800.000 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040013;Promoción de conductas saludables y gestión del riesgo en salud mental y la convivencia social desarrolladas;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010499;BP26005641;Fortalecimiento de las redes protectoras de salud mental en la comuna 21 de Santiago de   Cali;BP260056411010105;Realizar actividad de cierre y certificación de la red protectora y comunitaria en salud mental de la comuna 21.;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 21;Actual;Inversión; 10.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 10.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 10.000.000 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040013;Promoción de conductas saludables y gestión del riesgo en salud mental y la convivencia social desarrolladas;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010498;BP26005668;Fortalecimiento de la salud mental en la comuna 20 en Santiago de  Cali;BP260056681010101;Convocar a actores sociales e institucionales del territorio, previo al desarrollo de las acciones en salud mental comunitaria;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 20;Actual;Inversión; 400.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 400.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 400.000 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040013;Promoción de conductas saludables y gestión del riesgo en salud mental y la convivencia social desarrolladas;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010498;BP26005668;Fortalecimiento de la salud mental en la comuna 20 en Santiago de  Cali;BP260056681010102;Implementar estrategias de Promoción y prevención del sufrimiento psíquico y social, los trastornos mentales, las conductas suicidas, las violencias de género, abuso sexual y feminicidios con lideres;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 20;Actual;Inversión; 43.800.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 43.800.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 43.800.000 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040013;Promoción de conductas saludables y gestión del riesgo en salud mental y la convivencia social desarrolladas;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010498;BP26005668;Fortalecimiento de la salud mental en la comuna 20 en Santiago de  Cali;BP260056681010103;Desarrollar encuentros comunitarios con lideres y comunidad  para  promocion de la salud mental y prevencion de violencias;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 20;Actual;Inversión; 18.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 18.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 18.000.000 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040013;Promoción de conductas saludables y gestión del riesgo en salud mental y la convivencia social desarrolladas;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010498;BP26005668;Fortalecimiento de la salud mental en la comuna 20 en Santiago de  Cali;BP260056681010104;Realizar procesos de articulacion intersectorial para fortalecimiento de las redes protectoras;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 20;Actual;Inversión; 2.800.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 2.800.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 2.800.000 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040013;Promoción de conductas saludables y gestión del riesgo en salud mental y la convivencia social desarrolladas;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010573;BP26005697;Fortalecimiento del componente de salud mental en la población de la comuna 18 de Santiago de  Cali;BP260056971010101;Socializar estrategias de salud mental a los actores sociales e institucionales del territorio para programación, planeación y articulación de acciones.;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 18;Actual;Inversión; 400.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 400.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 400.000 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040013;Promoción de conductas saludables y gestión del riesgo en salud mental y la convivencia social desarrolladas;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010573;BP26005697;Fortalecimiento del componente de salud mental en la población de la comuna 18 de Santiago de  Cali;BP260056971010102;Efectuar estrategias de promoción y prevención del sufrimiento psíquico y social, los trastornos mentales, las conductas suicidas, las violencias de género, abuso sexual y feminicidios con lideres de la comuna 18.;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 18;Actual;Inversión; 43.900.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 43.900.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 43.900.000 ;Recursos Propios de Libre Destinación
4145;Secretaría de Salud Pública;61020040013;Promoción de conductas saludables y gestión del riesgo en salud mental y la convivencia social desarrolladas;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102004;Salud Integral y de Calidad;2024760010573;BP26005697;Fortalecimiento del componente de salud mental en la población de la comuna 18 de Santiago de  Cali;BP260056971010103;Organizar encuentros comunitarios con líderes y miembros de la comunidad para promover la salud mental y prevenir la violencia;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 18;Actual;Inversión; 17.900.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 17.900.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 17.900.000 ;Recursos Propios de Libre Destinación
