Centro Gestor;Nombre Centro Gestor;Area Funcional;Nombre Area Funcional;Propósito;Nombre Propósito;Reto;Nombre Reto;Programa;Nombre Programa;BPIN;BP;Nombre BP;Programa Presupuestal;Nombre Actividad; Pospre ; Nombre Pospre ; Fondo ; Nombre Fondo  ; Origen ; COMUNA ; VIGENCIA ; TIPO DE GASTO ; PPTO INICIAL ; REDUCCIONES ; ADICIONES ; CONTRACREDITOS ; CREDITOS ; APLAZAMIENTO ; DESAPLAZAMIENTO ; PPTO. MODIFICADO ; TOTAL ACUMULADO CDP ; TOTAL ACUMULADO RPC ; TOTAL ACUMUL OBLIGAC ; PAGOS ; EJECUCION ; SALDOS CDP ; PPTO. DISPONIBLE ; Clasificación del fondo 1 
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020010002;Áreas de conservación y protección ambiental de la Estructura Ecológica Principal con estrategias implementadas para garantizar su mantenimiento y oferta de servicios ecosistémicos.;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202001;Protección ambiental y mitigación del cambio climático;2024760010140;BP26005491;Conservación de la Estructura Ecológica Principal de Santiago de Cali;BP260054911010111;Elaborar planes de manejo, estudios, monitoreos y proyectos de investigación en las áreas priorizadas del SIMAP;2-320202008;Servicios prestados a las empresas y servicios de producción ;13212206;R.F. ICLD LEY 99 - Destino Ambiental;Organismo;SANTIAGO DE CALI;Actual;Inversión; 360.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 360.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 360.000.000 ;Recursos Propios con Destinacion Especifica
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020010002;Áreas de conservación y protección ambiental de la Estructura Ecológica Principal con estrategias implementadas para garantizar su mantenimiento y oferta de servicios ecosistémicos.;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202001;Protección ambiental y mitigación del cambio climático;2024760010140;BP26005491;Conservación de la Estructura Ecológica Principal de Santiago de Cali;BP260054911010117;Realizar obras y/o adecuaciones de la infraestructura existente en las áreas del SIMAP;2-320202005;Servicios de la construcción;13212206;R.F. ICLD LEY 99 - Destino Ambiental;Organismo;SANTIAGO DE CALI;Actual;Inversión; 271.492.956 ; -   ; -   ; -   ; -   ; -   ; -   ; 271.492.956 ; -   ; -   ; -   ; -   ; -   ; -   ; 271.492.956 ;Recursos Propios con Destinacion Especifica
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020030001;Centros de Atención y Valoración de fauna y flora silvestre adecuados y en operación;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202003;Protección animal;2024760010147;BP26005492;Fortalecimiento de los Centros de Atención y Valoración de fauna y flora silvestre en Santiago de Cali;BP260054921020108;Realizar acciones para la operatividad del hogar de paso y CAV de Fauna Silvestre;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 156.507.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 156.507.000 ; 153.494.000 ; 153.494.000 ; 118.883.000 ; 118.883.000 ; 153.494.000 ; -   ; 3.013.000 ;Recursos Propios de Libre Destinación
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020030001;Centros de Atención y Valoración de fauna y flora silvestre adecuados y en operación;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202003;Protección animal;2024760010147;BP26005492;Fortalecimiento de los Centros de Atención y Valoración de fauna y flora silvestre en Santiago de Cali;BP260054921020109;Realizar acciones para la operatividad de los CAV de Flora Silvestre;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Organismo;SANTIAGO DE CALI;Actual;Inversión; 15.693.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 15.693.000 ; 15.050.000 ; 15.050.000 ; 7.525.000 ; 7.525.000 ; 15.050.000 ; -   ; 643.000 ;Recursos Propios de Libre Destinación
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020010016;Servicios de inspección, vigilancia y control ejercidos por la Autoridad Ambiental de acuerdo a la normativa vigente para controlar la contaminación del medio ambiente y el uso irracional de los recursos naturales.;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202001;Protección ambiental y mitigación del cambio climático;2024760010157;BP26005493;Mejoramiento de la gestión integral del recurso hídrico en Santiago de  Cali;BP260054931010112;Elaborar documentos técnicos, jurídicos y administrativos para el uso e intervención del recurso hídrico;2-320202009;Servicios para la comunidad, sociales y personales;12200006;Seguimiento plan de saneamiento y manejo de vertimientos;Organismo;SANTIAGO DE CALI;Actual;Inversión; 75.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 75.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 75.000.000 ;Recursos Propios con Destinacion Especifica
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020010016;Servicios de inspección, vigilancia y control ejercidos por la Autoridad Ambiental de acuerdo a la normativa vigente para controlar la contaminación del medio ambiente y el uso irracional de los recursos naturales.;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202001;Protección ambiental y mitigación del cambio climático;2024760010157;BP26005493;Mejoramiento de la gestión integral del recurso hídrico en Santiago de  Cali;BP260054931010101;Realizar inspección, vigilancia y control al recurso hídrico superficial;2-320202009;Servicios para la comunidad, sociales y personales;123210;Tasas retributivas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 507.880.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 507.880.000 ; 416.585.000 ; 408.417.500 ; 194.878.500 ; 155.977.500 ; 408.417.500 ; 8.167.500 ; 91.295.000 ;Recursos Propios con Destinacion Especifica
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020010016;Servicios de inspección, vigilancia y control ejercidos por la Autoridad Ambiental de acuerdo a la normativa vigente para controlar la contaminación del medio ambiente y el uso irracional de los recursos naturales.;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202001;Protección ambiental y mitigación del cambio climático;2024760010157;BP26005493;Mejoramiento de la gestión integral del recurso hídrico en Santiago de  Cali;BP260054931010115;Realizar inspección, vigilancia y control al recurso hídrico subterráneo;2-320202009;Servicios para la comunidad, sociales y personales;123210;Tasas retributivas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 409.650.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 409.650.000 ; 340.314.000 ; 266.290.500 ; 116.038.500 ; 78.990.000 ; 266.290.500 ; 74.023.500 ; 69.336.000 ;Recursos Propios con Destinacion Especifica
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020010016;Servicios de inspección, vigilancia y control ejercidos por la Autoridad Ambiental de acuerdo a la normativa vigente para controlar la contaminación del medio ambiente y el uso irracional de los recursos naturales.;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202001;Protección ambiental y mitigación del cambio climático;2024760010157;BP26005493;Mejoramiento de la gestión integral del recurso hídrico en Santiago de  Cali;BP260054931010116;Realizar  el análisis, generación de información y reportes de resultados para la toma de decisiones en la gestión integral del recurso hídrico;2-320202009;Servicios para la comunidad, sociales y personales;123210;Tasas retributivas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 112.516.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 112.516.000 ; 111.159.000 ; 111.159.000 ; 51.486.000 ; 45.479.000 ; 111.159.000 ; -   ; 1.357.000 ;Recursos Propios con Destinacion Especifica
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020010016;Servicios de inspección, vigilancia y control ejercidos por la Autoridad Ambiental de acuerdo a la normativa vigente para controlar la contaminación del medio ambiente y el uso irracional de los recursos naturales.;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202001;Protección ambiental y mitigación del cambio climático;2024760010157;BP26005493;Mejoramiento de la gestión integral del recurso hídrico en Santiago de  Cali;BP260054931010120;Elaborar documentos técnicos, jurídicos  y administrativos  para el uso e intervención del recurso hídrico;2-320202009;Servicios para la comunidad, sociales y personales;123210;Tasas retributivas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 230.052.596 ; -   ; -   ; -   ; -   ; -   ; -   ; 230.052.596 ; 230.052.000 ; 230.052.000 ; 150.492.000 ; 122.328.000 ; 230.052.000 ; -   ; 596 ;Recursos Propios con Destinacion Especifica
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020010016;Servicios de inspección, vigilancia y control ejercidos por la Autoridad Ambiental de acuerdo a la normativa vigente para controlar la contaminación del medio ambiente y el uso irracional de los recursos naturales.;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202001;Protección ambiental y mitigación del cambio climático;2024760010157;BP26005493;Mejoramiento de la gestión integral del recurso hídrico en Santiago de  Cali;BP260054931010121;Brindar asistencia técnica en la coordinación y planificación de las acciones y actividades para la gestión integral del recurso hídrico;2-320202009;Servicios para la comunidad, sociales y personales;123210;Tasas retributivas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 95.998.570 ; -   ; -   ; -   ; -   ; -   ; -   ; 95.998.570 ; 90.359.000 ; 90.359.000 ; 50.838.000 ; 47.424.000 ; 90.359.000 ; -   ; 5.639.570 ;Recursos Propios con Destinacion Especifica
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020010016;Servicios de inspección, vigilancia y control ejercidos por la Autoridad Ambiental de acuerdo a la normativa vigente para controlar la contaminación del medio ambiente y el uso irracional de los recursos naturales.;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202001;Protección ambiental y mitigación del cambio climático;2024760010157;BP26005493;Mejoramiento de la gestión integral del recurso hídrico en Santiago de  Cali;BP260054931010122;Realizar inspección, vigilancia y control a  vertimientos conforme a la normatividad vigente;2-320202009;Servicios para la comunidad, sociales y personales;123210;Tasas retributivas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 118.644.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 118.644.000 ; 116.325.000 ; 116.325.000 ; 67.650.000 ; 60.885.000 ; 116.325.000 ; -   ; 2.319.000 ;Recursos Propios con Destinacion Especifica
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020010016;Servicios de inspección, vigilancia y control ejercidos por la Autoridad Ambiental de acuerdo a la normativa vigente para controlar la contaminación del medio ambiente y el uso irracional de los recursos naturales.;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202001;Protección ambiental y mitigación del cambio climático;2024760010157;BP26005493;Mejoramiento de la gestión integral del recurso hídrico en Santiago de  Cali;BP260054931010102;Realizar inspección, vigilancia y control a vertimientos conforme a la normatividad vigente;2-320202009;Servicios para la comunidad, sociales y personales;123215;Tasa por utilización de aguas subterránea y superficiales;Organismo;SANTIAGO DE CALI;Actual;Inversión; 236.100.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 236.100.000 ; 58.344.000 ; 58.344.000 ; 27.414.000 ; 13.656.000 ; 58.344.000 ; -   ; 177.756.000 ;Recursos Propios con Destinacion Especifica
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020010016;Servicios de inspección, vigilancia y control ejercidos por la Autoridad Ambiental de acuerdo a la normativa vigente para controlar la contaminación del medio ambiente y el uso irracional de los recursos naturales.;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202001;Protección ambiental y mitigación del cambio climático;2024760010157;BP26005493;Mejoramiento de la gestión integral del recurso hídrico en Santiago de  Cali;BP260054931010113;Brindar asistencia técnica en la coordinación y planificación de las acciones y actividades para la gestión integral del recurso hídrico;2-320202009;Servicios para la comunidad, sociales y personales;13230135;R.F. Tasa por utilización de aguas subterránea y superficiales;Organismo;SANTIAGO DE CALI;Actual;Inversión; 60.997.430 ; -   ; -   ; -   ; -   ; -   ; -   ; 60.997.430 ; -   ; -   ; -   ; -   ; -   ; -   ; 60.997.430 ;Recursos Propios con Destinacion Especifica
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020010016;Servicios de inspección, vigilancia y control ejercidos por la Autoridad Ambiental de acuerdo a la normativa vigente para controlar la contaminación del medio ambiente y el uso irracional de los recursos naturales.;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202001;Protección ambiental y mitigación del cambio climático;2024760010157;BP26005493;Mejoramiento de la gestión integral del recurso hídrico en Santiago de  Cali;BP260054931010117;Adquirir el servicio de transporte requerido para las visitas de IVC del recurso hídrico;2-320202006;"Servicios de alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";13230135;R.F. Tasa por utilización de aguas subterránea y superficiales;Organismo;SANTIAGO DE CALI;Actual;Inversión; 252.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 252.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 252.000.000 ;Recursos Propios con Destinacion Especifica
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020010002;Áreas de conservación y protección ambiental de la Estructura Ecológica Principal con estrategias implementadas para garantizar su mantenimiento y oferta de servicios ecosistémicos.;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202001;Protección ambiental y mitigación del cambio climático;2024760010296;BP26005688;Conservación de la estructura ecológica de Comuna 1 en Santiago de   Cali;BP260056881010101;Promover la conservación y restauración de la diversidad de polinizadores del ecosistema de bosque seco tropical en las áreas priorizadas;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 1;Actual;Inversión; 158.462.777 ; -   ; -   ; -   ; -   ; -   ; -   ; 158.462.777 ; -   ; -   ; -   ; -   ; -   ; -   ; 158.462.777 ;Recursos Propios de Libre Destinación
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020010002;Áreas de conservación y protección ambiental de la Estructura Ecológica Principal con estrategias implementadas para garantizar su mantenimiento y oferta de servicios ecosistémicos.;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202001;Protección ambiental y mitigación del cambio climático;2024760010296;BP26005688;Conservación de la estructura ecológica de Comuna 1 en Santiago de   Cali;BP260056881010102;Implementar acciones para la protección y recuperación natural de las áreas priorizada;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 1;Actual;Inversión; 1.480.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.480.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.480.000 ;Recursos Propios de Libre Destinación
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020010002;Áreas de conservación y protección ambiental de la Estructura Ecológica Principal con estrategias implementadas para garantizar su mantenimiento y oferta de servicios ecosistémicos.;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202001;Protección ambiental y mitigación del cambio climático;2024760010296;BP26005688;Conservación de la estructura ecológica de Comuna 1 en Santiago de   Cali;BP260056881010103;Realizar mantenimiento al material vegetal de las zonas priorizadas;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 1;Actual;Inversión; 28.368.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 28.368.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 28.368.000 ;Recursos Propios de Libre Destinación
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020010002;Áreas de conservación y protección ambiental de la Estructura Ecológica Principal con estrategias implementadas para garantizar su mantenimiento y oferta de servicios ecosistémicos.;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202001;Protección ambiental y mitigación del cambio climático;2024760010296;BP26005688;Conservación de la estructura ecológica de Comuna 1 en Santiago de   Cali;BP260056881010104;Adquirir insumos y herramientas para las actividades de mantenimiento y limpieza de las áreas priorizada;2-320201003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 1;Actual;Inversión; 6.175.650 ; -   ; -   ; -   ; -   ; -   ; -   ; 6.175.650 ; -   ; -   ; -   ; -   ; -   ; -   ; 6.175.650 ;Recursos Propios de Libre Destinación
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020010002;Áreas de conservación y protección ambiental de la Estructura Ecológica Principal con estrategias implementadas para garantizar su mantenimiento y oferta de servicios ecosistémicos.;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202001;Protección ambiental y mitigación del cambio climático;2024760010296;BP26005688;Conservación de la estructura ecológica de Comuna 1 en Santiago de   Cali;BP260056881010105;Realizar Capacitaciones de la conservación y restauración del bs-T, el manejo y mantenimiento de los jardines polinizadores y conservación de las abejas nativas;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 1;Actual;Inversión; 10.246.200 ; -   ; -   ; -   ; -   ; -   ; -   ; 10.246.200 ; -   ; -   ; -   ; -   ; -   ; -   ; 10.246.200 ;Recursos Propios de Libre Destinación
4133;Departamento Administrativo de Gestión del Medio Ambiente;61020050001;Pequeños y Medianos productores rurales con asistencia técnica en producción agroecológica sostenible;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102005;Hambre Cero;2024760010280;BP26005689;Fortalecimiento  de las prácticas agroecologicas y manejo de especies menores en pequeños y medianos productores del corregimiento El Hormiguero de Santiago de  Cali;BP260056891010101;Brindar asistencia técnica rural a pequeños y medianos productores del Hormiguero, con enfoque agroecológico para fortalecer la Seguridad y Soberanía Alimentaria;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;EL HORMIGUERO;Actual;Inversión; 18.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 18.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 18.000.000 ;Recursos Propios de Libre Destinación
4133;Departamento Administrativo de Gestión del Medio Ambiente;61020050001;Pequeños y Medianos productores rurales con asistencia técnica en producción agroecológica sostenible;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102005;Hambre Cero;2024760010280;BP26005689;Fortalecimiento  de las prácticas agroecologicas y manejo de especies menores en pequeños y medianos productores del corregimiento El Hormiguero de Santiago de  Cali;BP260056891010102;Proporcionar  insumos, materiales y herramientas para el proceso de Asistencia Técnica Agropecuaria con enfoque agroecológico;2-320201000;Agricultura, silvicultura y productos de la pesca;121000;Ingresos corrientes de Libre Destinación;Territorio;EL HORMIGUERO;Actual;Inversión; 1.692.500 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.692.500 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.692.500 ;Recursos Propios de Libre Destinación
4133;Departamento Administrativo de Gestión del Medio Ambiente;61020050001;Pequeños y Medianos productores rurales con asistencia técnica en producción agroecológica sostenible;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102005;Hambre Cero;2024760010280;BP26005689;Fortalecimiento  de las prácticas agroecologicas y manejo de especies menores en pequeños y medianos productores del corregimiento El Hormiguero de Santiago de  Cali;BP260056891010103;Brindar logística  para la asistencia técnica durante la entrega de insumos de los  beneficiarios en cada uno de sus predios.;2-320202006;"Servicios de alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";121000;Ingresos corrientes de Libre Destinación;Territorio;EL HORMIGUERO;Actual;Inversión; 750.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 750.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 750.000 ;Recursos Propios de Libre Destinación
4133;Departamento Administrativo de Gestión del Medio Ambiente;61020050001;Pequeños y Medianos productores rurales con asistencia técnica en producción agroecológica sostenible;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102005;Hambre Cero;2024760010280;BP26005689;Fortalecimiento  de las prácticas agroecologicas y manejo de especies menores en pequeños y medianos productores del corregimiento El Hormiguero de Santiago de  Cali;BP260056891010104;Proporcionar  insumos, materiales y herramientas para el proceso de Asistencia Técnica Agropecuaria con enfoque agroecológico;2-320201002;"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero";121000;Ingresos corrientes de Libre Destinación;Territorio;EL HORMIGUERO;Actual;Inversión; 1.500.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.500.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.500.000 ;Recursos Propios de Libre Destinación
4133;Departamento Administrativo de Gestión del Medio Ambiente;61020050001;Pequeños y Medianos productores rurales con asistencia técnica en producción agroecológica sostenible;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102005;Hambre Cero;2024760010280;BP26005689;Fortalecimiento  de las prácticas agroecologicas y manejo de especies menores en pequeños y medianos productores del corregimiento El Hormiguero de Santiago de  Cali;BP260056891010105;Proporcionar  insumos, materiales y herramientas para el proceso de Asistencia Técnica Agropecuaria con enfoque agroecológico;2-320201003;Otros bienes transportables (excepto productos metálicos, maquinaria y equipo);121000;Ingresos corrientes de Libre Destinación;Territorio;EL HORMIGUERO;Actual;Inversión; 13.840.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 13.840.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 13.840.000 ;Recursos Propios de Libre Destinación
4133;Departamento Administrativo de Gestión del Medio Ambiente;61020050001;Pequeños y Medianos productores rurales con asistencia técnica en producción agroecológica sostenible;61;Cali Reconciliada;6102;Oportunidades para la Integración Social y Económica;6102005;Hambre Cero;2024760010280;BP26005689;Fortalecimiento  de las prácticas agroecologicas y manejo de especies menores en pequeños y medianos productores del corregimiento El Hormiguero de Santiago de  Cali;BP260056891010106;Proporcionar  insumos, materiales y herramientas para el proceso de Asistencia Técnica Agropecuaria con enfoque agroecológico;2-320201004;Productos metálicos y paquetes de software;121000;Ingresos corrientes de Libre Destinación;Territorio;EL HORMIGUERO;Actual;Inversión; 14.200.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 14.200.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 14.200.000 ;Recursos Propios de Libre Destinación
4133;Departamento Administrativo de Gestión del Medio Ambiente;62010040006;Política Pública de Educación Ambiental Municipal implementada para promover la participación activa de la comunidad en la generación, difusión y aplicación del conocimiento;62;Cali Renovada y Sostenible;6201;Territorio Planificado y Conectado;6201004;Planificación para el desarrollo;2024760010272;BP26005734;Fortalecimiento de la Política Pública de Educación Ambiental en la Comuna 1 Cali;BP260057341010101;Realizar acciones de capacitación para fomentar la Política de Educación Ambiental en la Comuna 1;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 1;Actual;Inversión; 27.200.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 27.200.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 27.200.000 ;Recursos Propios de Libre Destinación
4133;Departamento Administrativo de Gestión del Medio Ambiente;62010040006;Política Pública de Educación Ambiental Municipal implementada para promover la participación activa de la comunidad en la generación, difusión y aplicación del conocimiento;62;Cali Renovada y Sostenible;6201;Territorio Planificado y Conectado;6201004;Planificación para el desarrollo;2024760010272;BP26005734;Fortalecimiento de la Política Pública de Educación Ambiental en la Comuna 1 Cali;BP260057341010102;Adquirir servicios de apoyo para los procesos  de implementación de la Política de Educación Ambiental en la Comuna 1;2-320202006;"Servicios de alojamiento; servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua";121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 1;Actual;Inversión; 75.648.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 75.648.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 75.648.000 ;Recursos Propios de Libre Destinación
4133;Departamento Administrativo de Gestión del Medio Ambiente;62010040006;Política Pública de Educación Ambiental Municipal implementada para promover la participación activa de la comunidad en la generación, difusión y aplicación del conocimiento;62;Cali Renovada y Sostenible;6201;Territorio Planificado y Conectado;6201004;Planificación para el desarrollo;2024760010272;BP26005734;Fortalecimiento de la Política Pública de Educación Ambiental en la Comuna 1 Cali;BP260057341010103;Adquirir materiales pedagógicos para el desarrollo de procesos de formación ambiental;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 1;Actual;Inversión; 35.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 35.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 35.000.000 ;Recursos Propios de Libre Destinación
4133;Departamento Administrativo de Gestión del Medio Ambiente;62010040006;Política Pública de Educación Ambiental Municipal implementada para promover la participación activa de la comunidad en la generación, difusión y aplicación del conocimiento;62;Cali Renovada y Sostenible;6201;Territorio Planificado y Conectado;6201004;Planificación para el desarrollo;2024760010272;BP26005734;Fortalecimiento de la Política Pública de Educación Ambiental en la Comuna 1 Cali;BP260057341010104;Desarrollar campañas de comunicación y sensibilización para la promoción del proceso en la comuna 1;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 1;Actual;Inversión; 10.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 10.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 10.000.000 ;Recursos Propios de Libre Destinación
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020010002;Áreas de conservación y protección ambiental de la Estructura Ecológica Principal con estrategias implementadas para garantizar su mantenimiento y oferta de servicios ecosistémicos.;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202001;Protección ambiental y mitigación del cambio climático;2024760010286;BP26005744;Conservación de la estructura ecológica de la comuna 17 de Santiago de  Cali;BP260057441010101;Realizar acciones de conservación y restauración de ecosistemas de la comuna 17;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 17;Actual;Inversión; 101.642.850 ; -   ; -   ; -   ; -   ; -   ; -   ; 101.642.850 ; -   ; -   ; -   ; -   ; -   ; -   ; 101.642.850 ;Recursos Propios de Libre Destinación
4133;Departamento Administrativo de Gestión del Medio Ambiente;62020010002;Áreas de conservación y protección ambiental de la Estructura Ecológica Principal con estrategias implementadas para garantizar su mantenimiento y oferta de servicios ecosistémicos.;62;Cali Renovada y Sostenible;6202;Territorio Resiliente y Biodiverso;6202001;Protección ambiental y mitigación del cambio climático;2024760010286;BP26005744;Conservación de la estructura ecológica de la comuna 17 de Santiago de  Cali;BP260057441010102;Realizar mantenimiento y resiembra de material vegetal;2-320202008;Servicios prestados a las empresas y servicios de producción ;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 17;Actual;Inversión; 43.200.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 43.200.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 43.200.000 ;Recursos Propios de Libre Destinación
4133;Departamento Administrativo de Gestión del Medio Ambiente;63010020005;Plataforma tecnológica de monitoreo ambiental, actualizada y en operación.;63;Cali con Buen Gobierno;6301;Gobierno abierto y transparente;6301002;Gobierno abierto;2024760010283;BP26005749;Desarrollo del Observatorio Ambiental de la Comuna 22 de Santiago de  Cali;BP260057491010101;Realizar documentos de planificación y gestión del Observatorio de Ambiental de la Comuna 22;2-320202009;Servicios para la comunidad, sociales y personales;121000;Ingresos corrientes de Libre Destinación;Territorio;COMUNA 22;Actual;Inversión; 120.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 120.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 120.000.000 ;Recursos Propios de Libre Destinación
