RUBRO;Centro Gestor;Nombre Centro Gestor;BP;Nombre del Proyecto;Programa;Nombre de la actividad;BPIN;SECTOR;PROGRAMA;PRODUCTO;PRODUCTO 1;VALIDADOR CUIPO;Fondo 1;Nombre de fondo;Clasificación del fondo;Pospre 1;Pospre 1;Dimensión;Nombre de Dimensión;Línea Estratégica;Nombre de Línea Estratégica;Programa;Nombre de Programa;Area Funcional;Nombre del Area Funcional;Origen;COMUNA;VIGENCIA;TIPO DE GASTO; PPTO INICIAL ; REDUCCIONES ; ADICIONES ; CONTRACREDITOS ; CREDITOS ; APLAZAMIENTO ; DESAPLAZAMIENTO ; PPTO. MODIFICADO ; TOTAL ACUMULADO CDP ; TOTAL ACUMULADO RPC ; TOTAL ACUMUL OBLIGAC ; PAGOS ; EJECUCION ; SALDOS CDP ; PPTO. DISPONIBLE 
413712100054020010011BP2600270710101112-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002707;FORTALECIMIENTO DEL CLIMA Y LA CULTURA ORGANIZACIONAL DE LOS SERVIDORES PÚBLICOS EN LA ALCALDÍA DE SANTIAGO DE CALI.;BP260027071010111;Realizar la intervención de aquellas variables que arrojaron un bajo nivel de calificación en el diagnóstico de clima y cultura organizacional aplicado de la vigencia anterior.;2020760010229;45;4599;4599001;4599001;4599001;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010011;Clima y la cultura organizacional, intervenido y medido,;Organismo;SANTIAGO DE CALI;Actual;Inversión; 45.940.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 45.940.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 45.940.000 
413712100054020010011BP2600270710101122-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002707;FORTALECIMIENTO DEL CLIMA Y LA CULTURA ORGANIZACIONAL DE LOS SERVIDORES PÚBLICOS EN LA ALCALDÍA DE SANTIAGO DE CALI.;BP260027071010112;Presentar informe de resultados del proceso de intervención en el clima y la cultura organizacional del Distrito Especial de Santiago de Cali;2020760010229;45;4599;4599001;4599001;4599001;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010011;Clima y la cultura organizacional, intervenido y medido,;Organismo;SANTIAGO DE CALI;Actual;Inversión; 2.250.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 2.250.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 2.250.000 
413712100054020010012BP2600480110101012-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26004801;Implementación de un sistema para la gestión del conocimiento e innovación en la Alcaldía de Santiago de Cali;BP260048011010101;Determinar el eje de Planeación de la dimension de Gestión del Conocimiento y la Innovación;2023760010164;45;4599;4599031;4599031;4599031;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010012;Fases del sistema de información, para la Gestión del Conocimiento en los 39 Procesos de la entidad, implementadas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 40.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 40.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 40.000.000 
413712100054020010012BP2600480110101022-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26004801;Implementación de un sistema para la gestión del conocimiento e innovación en la Alcaldía de Santiago de Cali;BP260048011010102;Determinar el eje de Generación y producción de la Gestión del conocimiento y la Innovación;2023760010164;45;4599;4599031;4599031;4599031;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010012;Fases del sistema de información, para la Gestión del Conocimiento en los 39 Procesos de la entidad, implementadas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 20.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 20.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 20.000.000 
413712100054020010012BP2600480110101032-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26004801;Implementación de un sistema para la gestión del conocimiento e innovación en la Alcaldía de Santiago de Cali;BP260048011010103;Determinar el eje de la Analítica Institucional en la entidad;2023760010164;45;4599;4599031;4599031;4599031;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010012;Fases del sistema de información, para la Gestión del Conocimiento en los 39 Procesos de la entidad, implementadas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 20.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 20.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 20.000.000 
413712100054020010012BP2600480110101042-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26004801;Implementación de un sistema para la gestión del conocimiento e innovación en la Alcaldía de Santiago de Cali;BP260048011010104;Determinar el eje de la Cultura de compartir y difundir de la gestión del conocimiento y la innovación;2023760010164;45;4599;4599031;4599031;4599031;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010012;Fases del sistema de información, para la Gestión del Conocimiento en los 39 Procesos de la entidad, implementadas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 20.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 20.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 20.000.000 
413712100054020010012BP2600480110201012-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26004801;Implementación de un sistema para la gestión del conocimiento e innovación en la Alcaldía de Santiago de Cali;BP260048011020101;Aplicar el eje de herramientas de uso y apropiación de la gestión del conocimiento y la innovación;2023760010164;45;4599;4599028;4599028;4599028;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010012;Fases del sistema de información, para la Gestión del Conocimiento en los 39 Procesos de la entidad, implementadas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 20.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 20.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 20.000.000 
413712100054020010017BP2600271610201102-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002716;Implementación de un modelo de diagramación de procesos en notación BPMN en la Alcaldía de Santiago de Cali.;BP260027161020110;Apropiar las habilidades para analizar diagramas;2020760010110;45;4599;4599031;4599031;4599031;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010017;Niveles de modelación de los procesos de la Entidad bajo Arquitectura Empresarial (AE) estandarizados;Organismo;SANTIAGO DE CALI;Actual;Inversión; 21.440.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 21.440.000 ; 16.154.118 ; 12.115.589 ; 1.346.177 ; 1.346.177 ; 12.115.589 ; 4.038.529 ; 5.285.882 
413712100054020010017BP2600271610201142-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002716;Implementación de un modelo de diagramación de procesos en notación BPMN en la Alcaldía de Santiago de Cali.;BP260027161020114;Aplicar la metodología BPM para el diseño de procedimientos en el estándar BPMN;2020760010110;45;4599;4599031;4599031;4599031;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010017;Niveles de modelación de los procesos de la Entidad bajo Arquitectura Empresarial (AE) estandarizados;Organismo;SANTIAGO DE CALI;Actual;Inversión; 20.216.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 20.216.000 ; 15.231.882 ; 11.423.911 ; 1.269.323 ; 1.269.323 ; 11.423.911 ; 3.807.971 ; 4.984.118 
413712100054020010017BP2600271610201162-3201010030202;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002716;Implementación de un modelo de diagramación de procesos en notación BPMN en la Alcaldía de Santiago de Cali.;BP260027161020116;Documentar la siguiente fase de transición a BPM que permita a la Entidad determinar el TOBE de los procedimientos;2020760010110;45;4599;4599031;4599031;4599031;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-3201010030202;Máquinas herramientas y sus partes, piezas y accesorios;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010017;Niveles de modelación de los procesos de la Entidad bajo Arquitectura Empresarial (AE) estandarizados;Organismo;SANTIAGO DE CALI;Actual;Inversión; 5.616.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 5.616.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 5.616.000 
413712100054020010020BP2600271710101112-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002717;Implementación de los Instrumentos de Arquitectura Empresarial en los dominios de Planeación y Misional en la Alcaldía de Santiago de  Cali;BP260027171010111;Implementar y mantener el subproceso de Arquitectura Empresarial.;2020760010111;45;4599;4599005;4599005;4599005;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010020;Instrumentos de Arquitectura Empresarial de Planeación y Misionalidad de la Entidad, formulados;Organismo;SANTIAGO DE CALI;Actual;Inversión; 10.899.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 10.899.000 ; 3.868.500 ; -   ; -   ; -   ; -   ; 3.868.500 ; 7.030.500 
413712100054020010020BP2600271710101122-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002717;Implementación de los Instrumentos de Arquitectura Empresarial en los dominios de Planeación y Misional en la Alcaldía de Santiago de  Cali;BP260027171010112;Ejercer los roles establecidos desde el gobierno de Arquitectura Empresarial.;2020760010111;45;4599;4599005;4599005;4599005;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010020;Instrumentos de Arquitectura Empresarial de Planeación y Misionalidad de la Entidad, formulados;Organismo;SANTIAGO DE CALI;Actual;Inversión; 11.075.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 11.075.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 11.075.000 
413712100054020010020BP2600271710201102-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002717;Implementación de los Instrumentos de Arquitectura Empresarial en los dominios de Planeación y Misional en la Alcaldía de Santiago de  Cali;BP260027171020110;Identificar las Capacidades necesarias para el cumplimiento de los Objetivos Estrategicos de la Entidad.;2020760010111;45;4599;4599005;4599005;4599005;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010020;Instrumentos de Arquitectura Empresarial de Planeación y Misionalidad de la Entidad, formulados;Organismo;SANTIAGO DE CALI;Actual;Inversión; 12.456.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 12.456.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 12.456.000 
413712100054020010020BP2600271710201112-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002717;Implementación de los Instrumentos de Arquitectura Empresarial en los dominios de Planeación y Misional en la Alcaldía de Santiago de  Cali;BP260027171020111;Generar el Modelo de Capacidades necesarias para el cumplimiento de los Objetivos Estrategicos de la Entidad.;2020760010111;45;4599;4599005;4599005;4599005;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010020;Instrumentos de Arquitectura Empresarial de Planeación y Misionalidad de la Entidad, formulados;Organismo;SANTIAGO DE CALI;Actual;Inversión; 15.570.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 15.570.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 15.570.000 
413712100054020010024BP2600273810201042-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002738;DISEÑO DE UN MODELO DE TELETRABAJO EN LA ALCALDÍA DE CALI;BP260027381020104;Socializar el documento de Diseño de Modelo de Teletrabajo;2020760010633;45;4599;4599020;4599020;4599020;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010024;Modelo de Teletrabajo, diseñado;Organismo;SANTIAGO DE CALI;Actual;Inversión; 44.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 44.000.000 ; 20.924.000 ; 20.924.000 ; 15.693.000 ; 15.693.000 ; 20.924.000 ; -   ; 23.076.000 
413712100054020010024BP2600273810201072-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002738;DISEÑO DE UN MODELO DE TELETRABAJO EN LA ALCALDÍA DE CALI;BP260027381020107;Caracterizar el modelo de teletrabajo para ser incluído en el MOP de la Entidad, de modo que contenga procedimientos, indicadores y políticas de operación;2020760010633;45;4599;4599020;4599020;4599020;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010024;Modelo de Teletrabajo, diseñado;Organismo;SANTIAGO DE CALI;Actual;Inversión; 76.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 76.000.000 ; 20.924.000 ; 20.924.000 ; 15.693.000 ; 15.693.000 ; 20.924.000 ; -   ; 55.076.000 
413712100054020010025BP2600270510101102-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002705;Actualización Del Sistema de Gestión de Calidad en la Alcaldía de Santiago de Cali;BP260027051010110;Elaborar instrumentos de apoyo para el desarrollo de los productos que dan respuesta a los requisitos de la NTC ISO 9001:2015;2020760010112;45;4599;4599001;4599001;4599001;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010025;Sistema de Gestión de Calidad de la entidad, bajo la norma NTC ISO 9001:2015, actualizado;Organismo;SANTIAGO DE CALI;Actual;Inversión; 2.920.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 2.920.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 2.920.000 
413712100054020010025BP2600270510101112-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002705;Actualización Del Sistema de Gestión de Calidad en la Alcaldía de Santiago de Cali;BP260027051010111;Realizar asistencias técnicas para la revisión, seguimiento y evaluación de la documentación y actualización de productos, generados por los procesos, para el cumplimiento de los requisitos de la NTC ISO 9001:2015;2020760010112;45;4599;4599001;4599001;4599001;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010025;Sistema de Gestión de Calidad de la entidad, bajo la norma NTC ISO 9001:2015, actualizado;Organismo;SANTIAGO DE CALI;Actual;Inversión; 236.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 236.000.000 ; 19.561.500 ; 13.077.500 ; 2.615.500 ; 2.615.500 ; 13.077.500 ; 6.484.000 ; 216.438.500 
413712100054020010033BP2600271510101072-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002715;Elaboración de instrumentos para la implementación de la Política de servicio al ciudadano en la Alcaldía de Santiago de Cali;BP260027151010107;Divulgar la normativa vigente sobre Servicio al Ciudadano;2020760010113;45;4599;4599031;4599031;4599031;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010033;Instrumentos de servicio al ciudadano actualizados;Organismo;SANTIAGO DE CALI;Actual;Inversión; 15.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 15.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 15.000.000 
413712100054020010033BP2600271510101082-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002715;Elaboración de instrumentos para la implementación de la Política de servicio al ciudadano en la Alcaldía de Santiago de Cali;BP260027151010108;Socializar los lineamientos para la implementación de la política de Servicio al Ciudadano;2020760010113;45;4599;4599031;4599031;4599031;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010033;Instrumentos de servicio al ciudadano actualizados;Organismo;SANTIAGO DE CALI;Actual;Inversión; 34.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 34.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 34.000.000 
413712100054020010033BP2600271510201082-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002715;Elaboración de instrumentos para la implementación de la Política de servicio al ciudadano en la Alcaldía de Santiago de Cali;BP260027151020108;Elaborar informe de seguimiento a la implementación de la política de servicio al ciudadano;2020760010113;45;4599;4599031;4599031;4599031;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010033;Instrumentos de servicio al ciudadano actualizados;Organismo;SANTIAGO DE CALI;Actual;Inversión; 68.880.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 68.880.000 ; 16.597.895 ; 14.392.622 ; 9.691.830 ; 7.486.557 ; 14.392.622 ; 2.205.273 ; 52.282.105 
413712100054020010033BP2600271510201092-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002715;Elaboración de instrumentos para la implementación de la Política de servicio al ciudadano en la Alcaldía de Santiago de Cali;BP260027151020109;Brindar asistencia técnica para la implementación de la política de servicio al ciudadano;2020760010113;45;4599;4599031;4599031;4599031;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010033;Instrumentos de servicio al ciudadano actualizados;Organismo;SANTIAGO DE CALI;Actual;Inversión; 45.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 45.000.000 ; 12.092.105 ; 10.651.378 ; 7.268.170 ; 5.827.443 ; 10.651.378 ; 1.440.727 ; 32.907.895 
413712100054020010034BP2600271110101072-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002711;Implementación de la Estrategia Antitrámites y acciones de racionalización en la Alcaldía de Santiago de Cali;BP260027111010107;Divulgar la normativa vigente sobre la política antitrámites;2020760010115;45;4599;4599020;4599020;4599020;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010034;Acciones de racionalización de trámites y servicios implementadas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 20.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 20.000.000 ; 17.221.572 ; 16.174.310 ; 4.693.262 ; 4.693.262 ; 16.174.310 ; 1.047.262 ; 2.778.428 
413712100054020010034BP2600271110101082-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002711;Implementación de la Estrategia Antitrámites y acciones de racionalización en la Alcaldía de Santiago de Cali;BP260027111010108;Socializar los lineamientos para la implementación de acciones de racionalización;2020760010115;45;4599;4599020;4599020;4599020;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010034;Acciones de racionalización de trámites y servicios implementadas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 45.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 45.000.000 ; 15.592.428 ; 12.993.690 ; 2.598.738 ; 2.598.738 ; 12.993.690 ; 2.598.738 ; 29.407.572 
413712100054020010034BP2600271110201062-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002711;Implementación de la Estrategia Antitrámites y acciones de racionalización en la Alcaldía de Santiago de Cali;BP260027111020106;Brindar asistencia técnica para la implementación de la estrategia antitrámites y acciones de racionalización;2020760010115;45;4599;4599020;4599020;4599020;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010034;Acciones de racionalización de trámites y servicios implementadas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 43.560.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 43.560.000 ; 29.718.118 ; 25.206.547 ; 13.759.231 ; 11.797.794 ; 25.206.547 ; 4.511.571 ; 13.841.882 
413712100054020010034BP2600271110201072-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002711;Implementación de la Estrategia Antitrámites y acciones de racionalización en la Alcaldía de Santiago de Cali;BP260027111020107;Elaborar informe de seguimiento y control a la implementación de la estrategia antitrámites y acciones de racionalización;2020760010115;45;4599;4599020;4599020;4599020;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010034;Acciones de racionalización de trámites y servicios implementadas;Organismo;SANTIAGO DE CALI;Actual;Inversión; 55.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 55.000.000 ; 37.522.882 ; 31.826.453 ; 17.372.769 ; 14.896.206 ; 31.826.453 ; 5.696.429 ; 17.477.118 
413712100054020010038BP2600270810101052-320202007;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002708;Aplicación De la Ley General de Archivo al patrimonio documental en la Alcaldía de Santiago de Cali.;BP260027081010105;Adquirir material de apoyo para las jornadas de sensibilización de la función archivística;2020760010576;45;4599;4599030;4599030;4599030;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202007;Servicios financieros y servicios conexos, servicios inmobiliarios y servicios de leasing;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010038;Imágenes digitalizadas de documentación con organización archivística;Organismo;SANTIAGO DE CALI;Actual;Inversión; 400.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 400.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 400.000 
413712100054020010038BP2600270810101062-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002708;Aplicación De la Ley General de Archivo al patrimonio documental en la Alcaldía de Santiago de Cali.;BP260027081010106;Realizar jornadas de sensibilización para la ejecución de la función archivística;2020760010576;45;4599;4599030;4599030;4599030;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010038;Imágenes digitalizadas de documentación con organización archivística;Organismo;SANTIAGO DE CALI;Actual;Inversión; 600.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 600.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 600.000 
413712100054020010038BP2600270810201192-320202007;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002708;Aplicación De la Ley General de Archivo al patrimonio documental en la Alcaldía de Santiago de Cali.;BP260027081020119;Realizar la tenencia y custodia de series documentales propias y transferidas;2020760010576;45;4599;4599030;4599030;4599030;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202007;Servicios financieros y servicios conexos, servicios inmobiliarios y servicios de leasing;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010038;Imágenes digitalizadas de documentación con organización archivística;Organismo;SANTIAGO DE CALI;Actual;Inversión; 42.000.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 42.000.000 ; 41.938.661 ; 35.674.566 ; -   ; -   ; 35.674.566 ; 6.264.095 ; 61.339 
413712100054020010038BP2600270810201202-320202008;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002708;Aplicación De la Ley General de Archivo al patrimonio documental en la Alcaldía de Santiago de Cali.;BP260027081020120;Valorar los documentos de archivos de fondos acumulados para su organización e inventario.;2020760010576;45;4599;4599030;4599030;4599030;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-320202008;Servicios prestados a las empresas y servicios de producción ;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010038;Imágenes digitalizadas de documentación con organización archivística;Organismo;SANTIAGO DE CALI;Actual;Inversión; 137.574.924 ; -   ; -   ; -   ; -   ; -   ; -   ; 137.574.924 ; 56.701.000 ; 38.070.000 ; 19.035.000 ; 16.456.000 ; 38.070.000 ; 18.631.000 ; 80.873.924 
413712100054020010038BP2600270810201212-32010100502030101;4137;Departamento Administrativo de Desarrollo e Innovación Institucional;BP26002708;Aplicación De la Ley General de Archivo al patrimonio documental en la Alcaldía de Santiago de Cali.;BP260027081020121;Adquirir herramientas o insumos para el fortalecimiento de la función archivística.;2020760010576;45;4599;4599030;4599030;4599030;121000;Ingresos corrientes de Libre Destinación;Libre destinación (Recursos Propios);2-32010100502030101;Paquetes de software;54;Cali, Gobierno Incluyente;5402;Gobierno Inteligente;5402001;Fortalecimiento Institucional;54020010038;Imágenes digitalizadas de documentación con organización archivística;Organismo;SANTIAGO DE CALI;Reservas;Inversión; 1.500.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.500.000 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.500.000 
